hockeyRef,name,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so,stats/toughness,stats/dstat,stats/gstat
duboipi01,"no-name",WSH,LW,4,0,0,2,0,0,0,0,21,32,7,2,4,67,1,2,,,,,,,6,3.2333333333333334,0
dumbama01,"no-name",PIT,D,2,0,0,7,-1,0,0,0,0,0,0,1,3,29,2,2,,,,,,,10,2.45,0
dumoubr01,"no-name",LAK,D,10,0,0,2,-5,0,0,0,0,0,12,12,10,201,6,14,,,,,,,12,14.05,0
dunnejo01,"no-name",BUF,C,3,0,0,2,0,0,0,0,1,0,2,0,5,25,0,1,,,,,,,7,-0.16666666666666663,0
ellisco01,"no-name",BUF,G,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,1,0,0,2,31,0,0,0.9666666666666666,4.6499999999999995
erssosa01,"no-name",PHI,G,3,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,1,1,1,11,79,0,0,6.266666666666667,3.8499999999999996
finleja01,"no-name",TBL,C,3,0,0,2,0,0,0,0,14,17,3,0,5,24,0,0,,,,,,,7,0.8,0
fleurha01,"no-name",WPG,D,8,0,0,2,-5,0,0,0,0,0,9,11,14,131,2,7,,,,,,,16,12.55,0
foligma01,"no-name",MIN,LW,9,0,0,11,-7,0,0,0,0,3,7,9,29,119,2,3,,,,,,,40,11.966666666666667,0
forbode01,"no-name",VAN,D,2,0,0,2,0,0,0,0,0,0,1,4,2,27,0,5,,,,,,,4,0.3500000000000001,0
fordpa01,"no-name",WPG,F,2,0,0,2,0,0,0,0,5,5,2,1,3,22,1,0,,,,,,,5,2.7333333333333334,0
forsban01,"no-name",LAK,G,4,0,0,2,0,0,0,0,0,0,0,0,0,244,0,3,2,1,1,13,123,0,2,5.133333333333333,10.45
gatcoma01,"no-name",NYI,F,1,0,0,0,0,0,0,0,0,0,1,0,7,8,0,0,,,,,,,7,0.26666666666666666,0
geertma01,"no-name",BUF,D,4,0,0,12,-1,0,0,0,0,0,0,0,6,16,0,0,,,,,,,18,0.8,0
ginniad01,"no-name",PHI,D,5,0,0,0,0,0,0,0,0,0,2,5,4,76,0,5,,,,,,,4,3.8,0
girarsa01,"no-name",COL,D,2,0,0,0,1,0,0,0,0,0,2,3,3,37,1,1,,,,,,,3,4.85,0
girgeze01,"no-name",TBL,C,2,0,0,2,-1,0,0,0,6,6,2,0,7,28,0,2,,,,,,,9,-1.0666666666666667,0
greavje01,"no-name",CBJ,G,4,0,0,0,0,0,0,0,0,0,0,0,0,236,0,1,1,3,0,11,113,0,0,6.866666666666666,7.949999999999999
grubaph01,"no-name",SEA,G,2,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,1,3,29,0,0,2.8333333333333335,2.3499999999999996
gudbrer01,"no-name",CBJ,D,4,0,0,6,-2,0,0,0,0,0,3,1,5,59,1,3,,,,,,,11,1.9500000000000002,0
gustafi01,"no-name",MIN,G,7,0,0,0,0,0,0,0,0,0,0,0,0,413,0,3,2,5,0,23,223,1,0,10.766666666666667,16.449999999999996
haighhu01,"no-name",MIN,C,2,0,0,0,-2,0,0,0,7,9,0,0,2,18,0,0,,,,,,,2,0.6,0
halonbr01,"no-name",NJD,F,7,0,0,5,-2,0,0,0,0,0,3,0,17,53,2,1,,,,,,,22,2.7666666666666666,0
hanifno01,"no-name",VEG,D,1,0,0,0,-1,0,0,0,0,0,3,0,2,24,1,2,,,,,,,2,0.19999999999999996,0
hathaga01,"no-name",PHI,RW,8,0,0,11,-6,0,0,0,2,0,3,7,30,75,0,2,,,,,,,41,7.5,0
haydejo01,"no-name",SEA,C,3,0,0,2,-1,0,0,0,6,9,2,2,7,30,1,2,,,,,,,9,2,0
helensa02,"no-name",LAK,C,2,0,0,0,-1,0,0,0,3,8,2,1,9,18,0,1,,,,,,,9,0.6,0
helleco01,"no-name",WPG,G,7,0,0,0,0,0,0,0,0,0,0,0,0,417,0,2,4,3,0,15,208,0,0,11.9,24.200000000000003
hillad01,"no-name",VEG,G,5,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,1,0,2,10,89,0,0,7.3,7.350000000000001
hoferjo01,"no-name",STL,G,3,0,0,0,0,0,0,0,0,0,0,0,0,115,0,2,1,1,0,12,57,0,0,1.8333333333333335,-1.450000000000001
holtzal01,"no-name",VEG,RW,4,0,0,4,0,0,0,0,0,2,6,2,0,46,0,3,,,,,,,4,0.5333333333333334,0
hryckju01,"no-name",DAL,F,8,0,0,9,-4,0,0,0,5,4,5,2,13,69,1,2,,,,,,,22,3.3,0
ioriovi01,"no-name",SJS,D,6,0,0,4,-3,0,0,0,0,0,3,6,3,98,0,7,,,,,,,7,3.9000000000000004,0
jamesdo01,"no-name",TBL,C,3,0,0,0,-1,0,0,0,14,16,5,3,6,38,1,3,,,,,,,6,2.2666666666666666,0
jankoma01,"no-name",CAR,C,3,0,0,2,0,0,0,0,12,9,3,2,1,30,0,0,,,,,,,3,3,0
jarrytr01,"no-name",PIT,G,4,0,0,0,0,0,0,0,0,0,0,0,0,238,0,1,3,1,0,10,127,1,0,6.933333333333334,17.05
jiricda01,"no-name",MIN,D,6,0,0,4,0,0,0,0,0,0,3,2,1,77,0,5,,,,,,,5,0.8500000000000001,0
johanjo03,"no-name",TBL,G,3,0,0,0,0,0,0,0,0,0,0,0,0,177,0,1,2,1,0,9,104,0,0,4.9,10.600000000000001
johnsry03,"no-name",BUF,D,3,0,0,2,0,0,0,0,0,0,0,3,2,27,2,2,,,,,,,4,4.35,0
jonesbe01,"no-name",MIN,F,3,0,0,0,-1,0,0,0,10,4,2,2,9,24,0,0,,,,,,,9,2.8,0
joseppi01,"no-name",VAN,D,4,0,0,2,-2,0,0,0,0,0,7,4,3,44,1,1,,,,,,,5,6.2,0
kemeljo01,"no-name",NSH,RW,2,0,0,0,0,0,0,0,0,1,1,1,4,22,0,0,,,,,,,4,1.7333333333333334,0
kessema01,"no-name",STL,D,3,0,0,2,1,0,0,0,0,0,1,1,0,26,0,1,,,,,,,2,1.3,0
kirklju01,"no-name",CGY,LW,6,0,0,0,-1,0,0,0,26,18,4,2,10,56,0,2,,,,,,,10,1.8666666666666667,0
kivirjo01,"no-name",COL,F,5,0,0,0,1,0,0,0,2,0,3,2,9,53,0,4,,,,,,,9,-0.2333333333333334,0
klevety01,"no-name",OTT,D,7,0,0,4,-1,0,0,0,0,0,9,8,12,108,2,13,,,,,,,16,2.4000000000000004,0
knighsp01,"no-name",CHI,G,6,0,0,0,0,0,0,0,0,0,0,0,0,366,0,1,3,2,1,12,189,0,0,11.2,23.349999999999994
koivuvi01,"no-name",PIT,RW,2,0,0,0,0,0,0,0,0,0,2,1,0,26,1,1,,,,,,,0,1.8666666666666667,0
korpijo01,"no-name",BOS,G,4,0,0,0,0,0,0,0,0,0,0,0,0,238,0,2,1,3,0,16,103,0,0,5.933333333333334,1.4499999999999993
kuempda01,"no-name",LAK,G,6,0,0,4,0,0,0,0,0,0,0,0,0,366,0,2,2,2,2,17,150,0,4,10.2,11.5
kulikdm01,"no-name",FLA,D,2,0,0,0,-1,0,0,0,0,0,1,0,1,21,0,2,,,,,,,1,-0.95,0
labatjo01,"no-name",VAN,C,1,0,0,0,-1,0,0,0,1,1,2,2,6,9,0,0,,,,,,,6,2.3,0
laffesa01,"no-name",CHI,C,2,0,0,4,-1,0,0,0,0,2,0,0,2,12,0,1,,,,,,,6,-0.6,0
lambebr01,"no-name",WPG,C,2,0,0,0,-2,0,0,0,0,1,2,1,0,17,0,2,,,,,,,0,-0.43333333333333335,0
lankike01,"no-name",VAN,G,4,0,0,0,0,0,0,0,0,0,0,0,0,240,0,1,1,3,0,15,118,0,0,7,4.699999999999999
legauch01,"no-name",CAR,D,3,0,0,4,1,0,0,0,0,0,4,4,2,35,0,5,,,,,,,6,0.75,0
lindbca01,"no-name",VEG,G,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1,2,28,0,0,2,3.2
lindgch01,"no-name",WSH,G,3,0,0,2,0,0,0,0,0,0,0,0,0,177,0,2,1,2,0,11,93,1,2,3.9000000000000004,6.949999999999999
lindhha01,"no-name",BOS,D,3,0,0,2,-3,0,0,0,0,0,2,6,0,45,0,3,,,,,,,2,5.25,0
luchaje01,"no-name",PHI,F,4,0,0,2,-3,0,0,0,11,10,1,3,2,35,0,1,,,,,,,4,3.166666666666667,0
luukkuk01,"no-name",BUF,G,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,1,4,22,0,0,2.033333333333333,0.2999999999999998
lyonal01,"no-name",BUF,G,7,0,0,0,0,0,0,0,0,0,0,0,0,413,0,2,3,4,0,18,232,1,0,11.766666666666667,24.799999999999997
macdeku01,"no-name",OTT,LW,3,0,0,7,-1,0,0,0,0,0,2,3,3,14,0,1,,,,,,,10,2.466666666666667,0
macewza01,"no-name",NJD,C,1,0,0,0,0,0,0,0,0,1,2,1,1,7,1,0,,,,,,,1,2.2333333333333334,0
macleky01,"no-name",NYI,F,4,0,0,17,-3,0,0,0,2,2,4,0,6,37,1,1,,,,,,,23,1.2333333333333334,0
mailllo01,"no-name",STL,D,5,0,0,0,-9,0,0,0,0,0,2,2,9,62,1,3,,,,,,,9,3.1,0
malenbe01,"no-name",BUF,LW,8,0,0,0,-3,0,0,0,0,2,10,9,26,89,1,3,,,,,,,26,9.966666666666667,0
mancivi01,"no-name",VAN,D,5,0,0,5,-2,0,0,0,0,0,3,5,6,52,0,2,,,,,,,11,5.6,0
marksja02,"no-name",NJD,G,3,0,0,2,0,0,0,0,0,0,0,0,0,138,0,2,2,1,0,9,58,0,2,2.5999999999999996,3.6999999999999993
martiem01,"no-name",TBL,D,9,0,0,31,-4,0,0,0,0,0,5,7,14,128,0,6,,,,,,,45,7.4,0
matinni01,"no-name",OTT,D,5,0,0,2,-1,0,0,0,0,0,3,5,6,69,2,2,,,,,,,8,8.45,0
mcilrdy01,"no-name",WSH,D,1,0,0,0,0,0,0,0,0,0,0,0,3,14,0,1,,,,,,,3,-0.30000000000000004,0
mcnabbr01,"no-name",VEG,D,9,0,0,4,1,0,0,0,0,0,4,32,12,196,2,5,,,,,,,16,38.8,0
merille01,"no-name",OTT,G,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,2,0,1,0,7,26,0,0,-0.06666666666666665,-3.1
mermida01,"no-name",TOR,D,1,0,0,0,-2,0,0,0,0,0,1,0,0,13,0,0,,,,,,,0,0.65,0
merzlel01,"no-name",CBJ,G,4,0,0,0,0,0,0,0,0,0,0,0,0,243,0,2,3,1,0,12,140,0,0,6.1,15
metsaza01,"no-name",BUF,D,4,0,0,2,3,0,0,0,0,0,1,2,1,35,0,1,,,,,,,3,2.75,0
mikkoni01,"no-name",FLA,D,10,0,0,8,-1,0,0,0,0,0,11,13,6,186,1,16,,,,,,,14,7.300000000000001,0
milanso01,"no-name",WSH,LW,4,0,0,0,0,0,0,0,1,1,7,0,2,44,0,2,,,,,,,2,-0.5333333333333334,0
milleco02,"no-name",WPG,D,2,0,0,2,-2,0,0,0,0,0,1,1,1,19,0,2,,,,,,,3,-0.050000000000000044,0
minertr01,"no-name",COL,G,2,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,2,4,44,0,0,3.7666666666666666,4.6
miromda01,"no-name",CGY,D,1,0,0,0,0,0,0,0,0,0,0,2,0,17,0,1,,,,,,,0,1.85,0
montesa01,"no-name",MTL,G,5,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,2,3,0,19,120,0,0,9.933333333333334,3
mooreia01,"no-name",ANA,D,2,0,0,0,-2,0,0,0,0,0,2,0,0,23,1,0,,,,,,,0,2.15,0
mrazepe01,"no-name",ANA,G,2,0,0,0,0,0,0,0,0,0,0,0,0,119,0,2,2,0,0,11,65,0,0,1.9666666666666668,2.75
murphco02,"no-name",CHI,D,9,0,0,6,-3,0,0,0,0,0,11,13,5,145,1,9,,,,,,,11,12.25,0
murrama02,"no-name",SEA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,3,33,0,0,1.9,1.9500000000000002
myersph01,"no-name",TOR,D,2,0,0,0,-4,0,0,0,0,0,4,4,2,30,0,0,,,,,,,2,5.5,0
nadeabr01,"no-name",CAR,LW,1,0,0,0,0,0,0,0,0,0,1,2,1,12,0,0,,,,,,,1,2.4,0
noesest01,"no-name",NJD,RW,3,0,0,0,0,0,0,0,1,1,2,2,5,22,0,1,,,,,,,5,1.7333333333333334,0
norrijo01,"no-name",BUF,C,1,0,0,0,0,0,0,0,4,8,4,0,1,18,0,1,,,,,,,1,-0.4,0
nystrjo01,"no-name",CAR,D,2,0,0,2,-1,0,0,0,0,0,3,1,1,33,0,1,,,,,,,3,1.65,0
oettija01,"no-name",DAL,G,7,0,0,0,0,0,0,0,0,0,0,0,0,422,0,2,4,2,1,21,207,0,0,12.066666666666666,19.049999999999997
ohgreli01,"no-name",MIN,LW,5,0,0,0,-4,0,0,0,0,0,4,2,6,45,0,0,,,,,,,6,3.5,0
ostluno01,"no-name",BUF,C,3,0,0,0,0,0,0,0,8,16,3,3,1,31,0,0,,,,,,,1,4.033333333333333,0
othmabr01,"no-name",NYR,LW,1,0,0,0,-1,0,0,0,0,0,1,0,2,12,0,0,,,,,,,2,0.4,0
pachabr01,"no-name",CGY,D,4,0,0,4,-2,0,0,0,0,0,3,1,10,51,2,2,,,,,,,14,3.55,0
petroal01,"no-name",DAL,D,7,0,0,17,-6,0,0,0,0,0,6,9,10,96,1,8,,,,,,,27,6.8,0
pickaca01,"no-name",EDM,G,4,0,0,0,0,0,0,0,0,0,0,0,0,239,0,4,2,1,1,14,91,0,0,3.966666666666667,4.649999999999999
pitlity01,"no-name",MIN,C,4,0,0,0,-1,0,0,0,0,0,2,2,13,31,0,1,,,,,,,13,2.033333333333333,0
primeca01,"no-name",TOR,G,2,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,2,0,0,7,56,0,0,4.033333333333333,5.4
quickjo01,"no-name",NYR,G,2,0,0,0,0,0,0,0,0,0,0,0,0,117,0,2,1,1,0,4,45,0,0,1.9,4.75
regulal01,"no-name",EDM,D,2,0,0,0,-1,0,0,0,0,0,3,2,0,31,0,1,,,,,,,0,2.55,0
rittida01,"no-name",NYI,G,2,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1,2,0,0,4,67,0,0,2.966666666666667,10.049999999999999
romanal01,"no-name",NYI,D,4,0,0,4,-3,0,0,0,0,0,4,12,15,72,2,4,,,,,,,19,13.6,0
royjo01,"no-name",MTL,RW,1,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,,,,,,,4,0.23333333333333334,0
royma04,"no-name",WSH,D,9,0,0,2,1,0,0,0,0,0,13,18,10,170,1,8,,,,,,,12,19.5,0
sarosju01,"no-name",NSH,G,8,0,0,0,0,0,0,0,0,0,0,0,0,491,0,2,4,2,2,22,242,0,0,14.366666666666667,24.299999999999997
schenlu01,"no-name",WPG,D,8,0,0,7,-3,0,0,0,0,0,6,8,21,110,2,10,,,,,,,28,5.5,0
schmiak01,"no-name",VEG,G,5,0,0,0,0,0,0,0,0,0,0,0,0,269,0,1,4,1,0,12,115,0,0,7.966666666666667,13.25
sebrado01,"no-name",OTT,D,2,0,0,5,-1,0,0,0,0,0,1,0,1,30,0,1,,,,,,,6,0.5,0
shestig01,"no-name",NYR,G,8,0,0,0,0,0,0,0,0,0,1,0,0,479,0,4,2,4,2,18,215,1,0,11.966666666666667,22.25
simasdm01,"no-name",UTA,D,10,0,0,16,-1,0,0,0,0,0,14,11,2,150,0,12,,,,,,,18,6.5,0
skinnst01,"no-name",EDM,G,6,0,0,0,0,0,0,0,0,0,0,0,0,363,0,3,2,3,1,14,144,1,0,9.1,14.599999999999998
slaggla01,"no-name",CHI,LW,3,0,0,2,-1,0,0,0,0,0,3,1,7,29,1,0,,,,,,,9,2.966666666666667,0
slavija01,"no-name",CAR,D,2,0,0,0,-1,0,0,0,0,0,2,3,0,37,2,3,,,,,,,0,3.85,0
soderar01,"no-name",CHI,G,3,0,0,0,0,0,0,0,0,0,0,0,0,179,0,1,1,1,1,9,80,0,0,4.966666666666667,6
soderel01,"no-name",DET,RW,4,0,0,0,-3,0,0,0,0,0,1,0,7,38,1,1,,,,,,,7,1.2666666666666666,0
solovil01,"no-name",COL,D,7,0,0,2,-5,0,0,0,0,0,8,9,8,83,2,3,,,,,,,10,12.15,0
sorokil01,"no-name",NYI,G,6,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,2,3,1,22,176,0,0,11.9,9.399999999999999
stechtr01,"no-name",EDM,D,4,0,0,6,1,0,0,0,0,0,2,1,2,62,2,4,,,,,,,8,2.1,0
stolaan01,"no-name",TOR,G,7,0,0,0,0,0,0,0,0,0,0,0,0,416,0,1,2,4,1,23,200,0,0,12.866666666666667,12
svechfe01,"no-name",NSH,C,9,0,0,2,-5,0,0,0,20,37,19,3,4,114,2,5,,,,,,,6,3.8,0
svechan01,"no-name",CAR,RW,8,0,0,0,-3,0,0,0,1,0,15,0,5,117,0,8,,,,,,,5,-4.1,0
swaymje01,"no-name",BOS,G,6,0,0,0,0,0,0,0,0,0,0,0,0,357,0,3,3,3,0,17,188,0,0,8.9,17.200000000000003
tarasda02,"no-name",FLA,G,2,0,0,0,0,0,0,0,0,0,0,0,0,117,0,1,0,2,0,6,53,0,0,2.9,1.9499999999999993
tomasph01,"no-name",PIT,C,4,0,0,0,-2,0,0,0,1,0,5,6,5,48,0,1,,,,,,,5,6.6,0
toropal01,"no-name",STL,RW,1,0,0,0,-1,0,0,0,0,0,1,1,1,10,0,2,,,,,,,1,-0.6666666666666667,0
ullmali01,"no-name",OTT,G,8,0,0,2,0,0,0,0,0,0,0,0,0,482,0,2,4,3,1,25,193,0,2,14.066666666666666,12.950000000000003
vaakaur01,"no-name",NYR,D,7,0,0,6,0,0,0,0,0,0,7,5,3,105,1,4,,,,,,,9,7.25,0
vanecvi01,"no-name",UTA,G,3,0,0,0,0,0,0,0,0,0,0,0,0,179,0,3,2,1,0,6,69,0,0,2.966666666666667,8.35
vasilan02,"no-name",TBL,G,6,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,1,3,2,18,167,0,0,12,11.05
vejmeka01,"no-name",UTA,G,7,0,0,2,0,0,0,0,0,0,0,0,0,420,0,1,6,1,0,17,179,0,2,13,21.849999999999994
velenjo01,"no-name",MTL,C,5,0,0,2,-2,0,0,0,12,13,6,2,9,51,0,2,,,,,,,11,1.7,0
vielje01,"no-name",BOS,F,3,0,0,7,0,0,0,0,0,1,4,1,14,36,1,2,,,,,,,21,1.2,0
vladada01,"no-name",PHI,G,5,0,0,0,0,0,0,0,0,0,0,0,0,298,0,3,3,2,0,9,132,0,0,6.933333333333334,16.8
wallsje01,"no-name",MIN,G,3,0,0,0,0,0,0,0,0,0,0,0,0,191,0,1,1,0,2,11,80,0,0,5.366666666666666,5
wedgesc01,"no-name",COL,G,9,0,0,0,0,0,0,0,0,0,0,0,0,496,0,4,5,1,2,20,208,0,0,12.533333333333335,23.200000000000003
wolfdu01,"no-name",CGY,G,9,0,0,0,0,0,0,0,0,0,0,0,0,517,0,3,2,6,1,29,254,0,0,14.233333333333334,14.100000000000001
