name,hockeydb,nhl,fhl,hockey-reference
Filip Chlapik,176723,OTT,Filip Chlapik,Filip Chlapik
Jakub Zboril,176740,BOS,Jakub Zbořil,Jakub Zbořil
David Rittich,176770,L.A,David Rittich,David Rittich
Karel Vejmelka,176778,UTA,Karel Vejmelka,Karel Vejmelka
Sean Durzi,176789,UTA,Sean Durzi,Sean Durzi
Ben Jones,176798,CGY,Ben Jones,Ben Jones
Erik Cernak,176845,T.B,Erik Černák,Erik Černák
Hunter Shepard,176886,WSH,Hunter Shepard,Hunter Shepard
Patrik Laine,176922,CLB,Patrik Laine,Patrik Laine
Ville Meskanen,176925,UFA,Ville Meskanen,Ville Meskanen
Niko Mikkola,176927,FLA,Niko Mikkola,Niko Mikkola
Sami Niku,176929,MTL,Sami Niku,Sami Niku
Jesse Puljujarvi,176931,FLA,Jesse Puljujärvi,Jesse Puljujärvi
Gilles Senn,177011,N.J,Gilles Senn,Gilles Senn
Jake Bean,177019,CGY,Jake Bean,Jake Bean
Cale Fleury,177026,SEA,Cale Fleury,Cale Fleury
Noah Gregor,177031,OTT,Noah Gregor,Noah Gregor
Brennan Menell,177061,PHI,Brennan Menell,Brennan Menell
Jiri Smejkal,177077,OTT,Jiri Smejkal,Jiri Smejkal
Tyler Steenbergen,177082,L.A,Tyler Steenbergen,Tyler Steenbergen
Logan Thompson,177085,WSH,Logan Thompson,Logan Thompson
Scott Walford,177088,MTL,Scott Walford,Scott Walford
Kailer Yamamoto,177091,UTA,Kailer Yamamoto,Kailer Yamamoto
Vincent Desharnais,177194,S.J,Vincent Desharnais,Vincent Desharnais
Taro Hirose,177213,DET,Taro Hirose,Taro Hirose
Logan Brown,177551,T.B,Logan Brown,Logan Brown
Nicholas Caamano,177553,DAL,Nicholas Caamano,Nicholas Caamano
Jalen Chatfield,177555,CAR,Jalen Chatfield,Jalen Chatfield
Jakob Chychrun,177557,WSH,Jakob Chychrun,Jakob Chychrun
Alex DeBrincat,177559,DET,Alex DeBrincat,Alex DeBrincat
Jonah Gadjovich,177566,FLA,Jonah Gadjovich,Jonah Gadjovich
Connor Hall,177571,PIT,Connor Hall,Connor Hall
Boris Katchouk,177578,CHI,Boris Katchouk,Boris Katchouk
Jordan Kyrou,177582,STL,Jordan Kyrou,Jordan Kyrou
Michael McLeod,177586,N.J,Michael McLeod,Michael McLeod
Victor Mete,177588,PHI,Victor Mete,Victor Mete
Keaton Middleton,177590,COL,Keaton Middleton,Keaton Middleton
Daniil Miromanov,177591,CGY,Daniil Miromanov,Daniil Miromanov
Petrus Palmu,177595,VAN,Petrus Palmu,Petrus Palmu
Tyler Parsons,177596,CGY,Tyler Parsons,Tyler Parsons
Cliff Pu,177599,CLB,Cliff Pu,Cliff Pu
Taylor Raddysh,177601,WSH,Taylor Raddysh,Taylor Raddysh
Brandon Saigeon,177606,COL,Brandon Saigeon,Brandon Saigeon
Givani Smith,177611,PHI,Givani Smith,Givani Smith
Logan Stanley,177612,WPG,Logan Stanley,Logan Stanley
Dylan Wells,177617,DAL,Dylan Wells,Dylan Wells
Ross Colton,177637,COL,Ross Colton,Ross Colton
Adam Gaudette,177644,STL,Adam Gaudette,Adam Gaudette
Mitch Reinke,177675,SEA,Mitch Reinke,Mitch Reinke
Vili Saarijarvi,177677,CHI,Vili Saarijarvi,Vili Saarijarvi
Cole Smith,177758,NSH,Cole Smith,Cole Smith
Wade Allison,177775,PHI,Wade Allison,Wade Allison
Joey Anderson,177776,CHI,Joey Anderson,Joey Anderson
Mason Appleton,177777,WPG,Mason Appleton,Mason Appleton
Kieffer Bellows,177778,NSH,Kieffer Bellows,Kieffer Bellows
Walker Duehr,177788,S.J,Walker Duehr,Walker Duehr
Adam Fox,177791,NYR,Adam Fox,Adam Fox
Trent Frederic,177792,BOS,Trent Frederic,Trent Frederic
Max Jones,177802,BOS,Max Jones,Max Jones
Clayton Keller,177805,UTA,Clayton Keller,Clayton Keller
Ryan Lindgren,177810,NYR,Ryan Lindgren,Ryan Lindgren
William Lockwood,177811,FLA,William Lockwood,William Lockwood
Luke Martin,177814,CAR,Luke Martin,Luke Martin
Jake Oettinger,177818,DAL,Jake Oettinger,Jake Oettinger
Rem Pitlick,177822,PIT,Rem Pitlick,Rem Pitlick
Tage Thompson,177831,BUF,Tage Thompson,Tage Thompson
Joseph Woll,177835,TOR,Joseph Woll,Joseph Woll
Libor Hajek,177968,NYR,Libor Hájek,Libor Hájek
Jaret Anderson-Dolan,178052,WPG,Jaret Anderson-Dolan,Jaret Anderson-Dolan
Jarret Tyszka,178640,MTL,Jarret Tyszka,Jarret Tyszka
Michael Rasmussen,178651,DET,Michael Rasmussen,Michael Rasmussen
Jordy Bellerive,178653,PIT,Jordy Bellerive,Jordy Bellerive
Cale Makar,178719,COL,Cale Makar,Cale Makar
William Borgen,178955,SEA,William Borgen,William Borgen
Brandon Hagel,178965,T.B,Brandon Hagel,Brandon Hagel
Ryan Shea,179361,PIT,Ryan Shea,Ryan Shea
Ian Mitchell,179508,BOS,Ian Mitchell,Ian Mitchell
Parker Kelly,179599,COL,Parker Kelly,Parker Kelly
Mac Hollowell,179640,NYR,Mac Hollowell,Mac Hollowell
Callan Foote,179662,N.J,Callan Foote,Callan Foote
Ethen Frank,179667,WSH,Ethen Frank,Ethen Frank
Josh Brook,179677,MTL,Josh Brook,Josh Brook
Cody Glass,179680,NSH,Cody Glass,Cody Glass
Christian Jaros,179700,N.J,Christian Jaros,Christian Jaros
Erik Kallgren,179704,N.J,Erik Källgren,Erik Källgren
Jake Leschyshyn,179735,NYR,Jake Leschyshyn,Jake Leschyshyn
Kole Lind,179938,DAL,Kole Lind,Kole Lind
Brett Stapley,180111,MTL,Brett Stapley,Brett Stapley
Evan Bouchard,180272,EDM,Evan Bouchard,Evan Bouchard
Matthew Phillips,180387,WSH,Matthew Phillips,Matthew Phillips
Owen Tippett,180592,PHI,Owen Tippett,Owen Tippett
Markus Phillips,180594,WPG,Markus Phillips,Markus Phillips
Andrei Kuzmenko,180618,CGY,Andrei Kuzmenko,Andrei Kuzmenko
Ilya Samsonov,180628,VGK,Ilya Samsonov,Ilya Samsonov
Vladislav Gavrikov,180637,L.A,Vladislav Gavrikov,Vladislav Gavrikov
Rodrigo Abols,180663,PHI,Rodrigo Abols,Rodrigo Abols
Ivan Fedotov,180671,PHI,Ivan Fedotov,Ivan Fedotov
Kirill Kaprizov,180678,MIN,Kirill Kaprizov,Kirill Kaprizov
Artem Zub,180682,OTT,Artem Zub,Artem Zub
Lukas Vejdemo,180799,MTL,Lukas Vejdemo,Lukas Vejdemo
Jacob Larsson,180801,OTT,Jacob Larsson,Jacob Larsson
Kevin Stenlund,180806,UTA,Kevin Stenlund,Kevin Stenlund
Gabriel Carlsson,180815,WSH,Gabriel Carlsson,Gabriel Carlsson
Carl Grundstrom,180824,S.J,Carl Grundström,Carl Grundström
Andreas Wingerli,180832,COL,Andreas Wingerli,Andreas Wingerli
Jesper Bratt,180836,N.J,Jesper Bratt,Jesper Bratt
Jonathan Dahlen,180874,UFA,Jonathan Dahlen,Jonathan Dahlen
Radim Zohorna,180892,PIT,Radim Zohorna,Radim Zohorna
Filip Hronek,180904,VAN,Filip Hronek,Filip Hronek
Brayden Pachal,180928,CGY,Brayden Pachal,Brayden Pachal
Robin Salo,181034,NYI,Robin Salo,Robin Salo
Veini Vehvilainen,181036,TOR,Veini Vehvilainen,Veini Vehvilainen
Alexandar Georgiev,181052,COL,Alexandar Georgiev,Alexandar Georgiev
Denis Malgin,181077,COL,Denis Malgin,Denis Malgin
Reese Johnson,181269,TOR,Reese Johnson,Reese Johnson
Matt Kiersted,181781,FLA,Matt Kiersted,Matt Kiersted
Riley Tufte,181784,BOS,Riley Tufte,Riley Tufte
Cam Dineen,181810,EDM,Cam Dineen,Cam Dineen
Lucas Carlsson,181814,S.J,Lucas Carlsson,Lucas Carlsson
Jonas Rondbjerg,182062,VGK,Jonas Røndbjerg,Jonas Røndbjerg
Martins Dzierkals,182212,VGK,Martins Dzierkals,Martins Dzierkals
Daniel Vladar,182214,CGY,Daniel Vladař,Daniel Vladař
Mikhail Vorobyov,182216,PHI,Mikhail Vorobyov,Mikhail Vorobyov
Ales Stezka,182217,SEA,Ales Stezka,Ales Stezka
Rudolfs Balcers,182224,T.B,Rudolfs Balcers,Rudolfs Balcers
David Cotton,182227,CAR,David Cotton,David Cotton
Joey Daccord,182232,SEA,Joey Daccord,Joey Daccord
Ilya Mikheyev,183034,CHI,Ilya Mikheyev,Ilya Mikheyev
Colton Point,185839,DAL,Colton Point,Colton Point
Alex Formenton,185947,OTT,Alex Formenton,Alex Formenton
Noel Hoefenmayer,185961,MTL,Noel Hoefenmayer,Noel Hoefenmayer
Jonathan Davidsson,186089,OTT,Jonathan Davidsson,Jonathan Davidsson
Antti Suomela,186114,TOR,Antti Suomela,Antti Suomela
Otto Leskinen,186130,MTL,Otto Leskinen,Otto Leskinen
Emil Larmi,186140,PIT,Emil Larmi,Emil Larmi
Anton Levtchi,186147,FLA,Anton Levtchi,Anton Levtchi
Arttu Ruotsalainen,186152,BUF,Arttu Ruotsalainen,Arttu Ruotsalainen
Simon Benoit,186185,TOR,Simon Benoit,Simon Benoit
Vitaly Abramov,186189,OTT,Vitaly Abramov,Vitaly Abramov
Otto Somppi,186204,T.B,Otto Somppi,Otto Somppi
Max Comtois,186210,ANA,Max Comtois,Max Comtois
Antoine Morand,186229,S.J,Antoine Morand,Antoine Morand
Drake Batherson,186230,OTT,Drake Batherson,Drake Batherson
Linus Sandin,186261,UFA,Linus Sandin,Linus Sandin
Elias Pettersson,186266,VAN,Elias (C) Pettersson,Elias Pettersson
Trey Fix-Wolansky,186305,CLB,Trey Fix-Wolansky,Trey Fix-Wolansky
Matiss Kivlenieks,186515,CLB,Matiss Kivlenieks,Matiss Kivlenieks
Odeen Tufto,186740,T.B,Odeen Tufto,Odeen Tufto
Justin Brazeau,187102,BOS,Justin Brazeau,Justin Brazeau
Joe Veleno,187148,SEA,Joe Veleno,Joe Veleno
Joel Teasdale,187272,MTL,Joel Teasdale,Joel Teasdale
Nicolas Beaudin,187273,MTL,Nicolas Beaudin,Nicolas Beaudin
Jake Christiansen,187311,CLB,Jake Christiansen,Jake Christiansen
Connor Dewar,187314,TOR,Connor Dewar,Connor Dewar
James Hamblin,187322,EDM,James Hamblin,James Hamblin
Mark Kastelic,187324,BOS,Mark Kastelic,Mark Kastelic
Nikolai Knyzhov,187327,S.J,Nikolai Knyzhov,Nikolai Knyzhov
Garrett Pilon,187345,OTT,Garrett Pilon,Garrett Pilon
Ian Scott,187356,TOR,Ian Scott,Ian Scott
Ty Smith,187361,CAR,Ty Smith,Ty Smith
Riley Sutter,187362,WSH,Riley Sutter,Riley Sutter
Juuso Valimaki,187366,UTA,Juuso Välimäki,Juuso Välimäki
Jett Woo,187372,VAN,Jett Woo,Jett Woo
Mackenzie Entwistle,187395,FLA,Mackenzie Entwistle,Mackenzie Entwistle
Jason Robertson,187397,DAL,Jason Robertson,Jason Robertson
Kyle MacLean,187403,NYI,Kyle MacLean,Kyle MacLean
Jack Studnicka,187405,VAN,Jack Studnicka,Jack Studnicka
Dmitry Sokolov,187430,MIN,Dmitry Sokolov,Dmitry Sokolov
Ryan McLeod,187431,BUF,Ryan McLeod,Ryan McLeod
Nicolas Hague,187433,VGK,Nicolas Hague,Nicolas Hague
Alexander Nylander,187435,TOR,Alexander Nylander,Alexander Nylander
Kirill Maksimov,187442,EDM,Kirill Maksimov,Kirill Maksimov
Markus Niemelainen,187444,EDM,Markus Niemeläinen,Markus Niemeläinen
Morgan Frost,187447,PHI,Morgan Frost,Morgan Frost
Conor Timmins,187449,TOR,Conor Timmins,Conor Timmins
Gabriel Vilardi,187453,WPG,Gabriel Vilardi,Gabriel Vilardi
Mikhail Sergachev,187455,UTA,Mikhail Sergachev,Mikhail Sergachev
Michael DiPietro,187458,BOS,Michael DiPietro,Michael DiPietro
Sasha Chmelevski,187459,S.J,Sasha Chmelevski,Sasha Chmelevski
Isaac Ratcliffe,187468,NSH,Isaac Ratcliffe,Isaac Ratcliffe
Olli Juolevi,187471,ANA,Olli Juolevi,Olli Juolevi
Robert Thomas,187472,STL,Robert Thomas,Robert Thomas
Nick Suzuki,187477,MTL,Nick Suzuki,Nick Suzuki
Jack Ahcan,187479,COL,Jack Ahcan,Jack Ahcan
Michael Anderson,187480,L.A,Michael Anderson,Michael Anderson
Evan Barratt,187482,PHI,Evan Barratt,Evan Barratt
Shane Bowers,187484,N.J,Shane Bowers,Shane Bowers
Jacob Bryson,187489,BUF,Jacob Bryson,Jacob Bryson
David Farrance,187505,NSH,David Farrance,David Farrance
Max Gildon,187508,FLA,Max Gildon,Max Gildon
Quinn Hughes,187519,VAN,Quinn Hughes,Quinn Hughes
Joey Keane,187525,CAR,Joey Keane,Joey Keane
John Leonard,187532,UTA,John Leonard,John Leonard
Connor Mackey,187536,NYR,Connor Mackey,Connor Mackey
Grant Mismash,187547,T.B,Grant Mismash,Grant Mismash
Joshua Norris,187550,OTT,Joshua Norris,Joshua Norris
Andrew Peeke,187555,BOS,Andrew Peeke,Andrew Peeke
Scott Reedy,187561,DAL,Scott Reedy,Scott Reedy
Adam Scheel,187566,DAL,Adam Scheel,Adam Scheel
Brady Tkachuk,187580,OTT,Brady Tkachuk,Brady Tkachuk
Eeli Tolvanen,187581,SEA,Eeli Tolvanen,Eeli Tolvanen
Mitchell Chaffee,187682,T.B,Mitchell Chaffee,Mitchell Chaffee
Mitchell Gibson,188057,WSH,Mitchell Gibson,Mitchell Gibson
Jonny Tychonick,188073,OTT,Jonny Tychonick,Jonny Tychonick
Nick Henry,188159,COL,Nick Henry,Nick Henry
Ryan Merkley,188321,COL,Ryan Merkley,Ryan Merkley
Pierre-Olivier Joseph,188337,PIT,Pierre-Olivier Joseph,Pierre-Olivier Joseph
Oliwer Kaski,188528,CAR,Oliwer Kaski,Oliwer Kaski
Riley Damiani,188987,DAL,Riley Damiani,Riley Damiani
Alex Steeves,189542,TOR,Alex Steeves,Alex Steeves
Akil Thomas,189597,L.A,Akil Thomas,Akil Thomas
Lean Bergmann,190617,UFA,Lean Bergmann,Lean Bergmann
Rafael Harvey-Pinard,191066,MTL,Rafaël Harvey-Pinard,Rafaël Harvey-Pinard
Urho Vaakanainen,191102,ANA,Urho Vaakanainen,Urho Vaakanainen
Markus Nurmi,191110,NSH,Markus Nurmi,Markus Nurmi
Artyom Zagidulin,191185,CGY,Artyom Zagidulin,Artyom Zagidulin
Martin Fehervary,191263,WSH,Martin Fehérváry,Martin Fehérváry
Brett Leason,191267,ANA,Brett Leason,Brett Leason
Ty Dellandrea,191305,S.J,Ty Dellandrea,Ty Dellandrea
Timothy Liljegren,191378,S.J,Timothy Liljegren,Timothy Liljegren
Otto Koivula,191466,NYI,Otto Koivula,Otto Koivula
Calen Addison,191479,UFA,Calen Addison,Calen Addison
Tyler Tucker,191525,STL,Tyler Tucker,Tyler Tucker
Vladislav Provolnev,191588,UTA,Vladislav Provolne,Vladislav Provolnev
Yegor Rykov,191613,NYR,Yegor Rykov,Yegor Rykov
Uvis Balinskis,191621,FLA,Uvis Balinskis,Uvis Balinskis
Ryan Poehling,191764,PHI,Ryan Poehling,Ryan Poehling
Nico Hischier,191825,N.J,Nico Hischier,Nico Hischier
Filip Zadina,191894,UFA,Filip Zadina,Filip Zadina
Simon Ryfors,191932,T.B,Simon Ryfors,Simon Ryfors
Cole Koepke,191942,BOS,Cole Koepke,Cole Koepke
Mads Sogaard,192024,OTT,Mads Søgaard,Mads Søgaard
Jesper Boqvist,192047,FLA,Jesper Boqvist,Jesper Boqvist
Marcus Davidsson,192050,BUF,Marcus Davidsson,Marcus Davidsson
Kristian Vesalainen,192054,WPG,Kristian Vesalaine,Kristian Vesalainen
Fabian Zetterlund,192064,S.J,Fabian Zetterlund,Fabian Zetterlund
Erik Brannstrom,192067,UFA,Erik Brännström,Erik Brännström
Jacob Moverare,192068,L.A,Jacob Moverare,Jacob Moverare
Lias Andersson,192069,MTL,Lias Andersson,Lias Andersson
Mattias Elfstrom,192076,DET,Mattias Elfstrom,Mattias Elfstrom
Isac Lundestrom,192083,ANA,Isac Lundeström,Isac Lundeström
Filip Gustavsson,192086,MIN,Filip Gustavsson,Filip Gustavsson
Filip Berglund,192094,EDM,Filip Berglund,Filip Berglund
Janne Kuokkanen,192101,UFA,Janne Kuokkanen,Janne Kuokkanen
Casey Mittelstadt,192483,COL,Casey Mittelstadt,Casey Mittelstadt
Noah Cates,192490,PHI,Noah Cates,Noah Cates
Reilly Walsh,192491,BOS,Reilly Walsh,Reilly Walsh
Gianni Fairbrother,192904,COL,Gianni Fairbrother,Gianni Fairbrother
Scott Perunovich,193752,STL,Scott Perunovich,Scott Perunovich
German Rubtsov,193762,FLA,German Rubtsov,German Rubtsov
Henrik Borgstrom,193764,WSH,Henrik Borgstrom,Henrik Borgström
Oskar Steen,193765,BOS,Oskar Steen,Oskar Steen
Artur Kayumov,194122,CHI,Artur Kayumov,Artur Kayumov
Mikhail Maltsev,194124,L.A,Mikhail Maltsev,Mikhail Maltsev
Hardy Haman-Aktell,194126,WSH,Hardy Haman Aktell,Hardy Haman Aktell
Kasper Bjorkqvist,194129,PIT,Kasper Bjorkqvist,Kasper Bjorkqvist
Axel Jonsson-Fjallby,194131,WPG,Axel Jonsson-Fjällby,Axel Jonsson-Fjällby
Filip Larsson,194135,DET,Filip Larsson,Filip Larsson
Joachim Blichfeld,194143,S.J,Joachim Blichfeld,Joachim Blichfeld
Jack McBain,194695,UTA,Jack McBain,Jack McBain
Martin Necas,194727,CAR,Martin Nečas,Martin Nečas
Akito Hirose,194843,VAN,Akito Hirose,Akito Hirose
Alexandre Texier,195106,STL,Alexandre Texier,Alexandre Texier
Gustav Lindstrom,195167,MTL,Gustav Lindström,Gustav Lindström
Miro Heiskanen,195238,DAL,Miro Heiskanen,Miro Heiskanen
Sam Morton,195243,CGY,Sam Morton,Sam Morton
Jacob Bernard-Docker,195426,OTT,Jacob Bernard-Docker,Jacob Bernard-Docker
Klim Kostin,195511,S.J,Klim Kostin,Klim Kostin
Brandon Bussi,195617,BOS,Brandon Bussi,Brandon Bussi
Paul Cotter,195694,N.J,Paul Cotter,Paul Cotter
Liam Foudy,195711,NYI,Liam Foudy,Liam Foudy
Adam Ruzicka,195726,CGY,Adam Ružička,Adam Ružička
Tobias Geisser,195827,WSH,Tobias Geisser,Tobias Geisser
Kody Clark,195843,WSH,Kody Clark,Kody Clark
Kevin Bahl,195846,CGY,Kevin Bahl,Kevin Bahl
Semyon Der-Arguchintsev,195847,TOR,Semyon Der-Arguchi,Semyon Der-Arguchintsev
Declan Chisholm,195850,MIN,Declan Chisholm,Declan Chisholm
Ivan Chekhovich,195919,UFA,Ivan Chekhovich,Ivan Chekhovich
Noah Dobson,195929,NYI,Noah Dobson,Noah Dobson
Benoit-Olivier Groulx,195937,NYR,Benoit-Olivier Groulx,Benoit-Olivier Groulx
Philipp Kurashev,195945,CHI,Philipp Kurashev,Philipp Kurashev
Raphael Lavoie,195949,VGK,Raphael Lavoie,Raphael Lavoie
Jared McIsaac,195956,DET,Jared McIsaac,Jared McIsaac
Olivier Rodrigue,195962,EDM,Olivier Rodrigue,Olivier Rodrigue
Curtis Douglas,195996,UTA,Curtis Douglas,Curtis Douglas
Dmitri Samorukov,196000,STL,Dmitri Samorukov,Dmitri Samorukov
Eemeli Rasanen,196005,TOR,Eemeli Rasanen,Eemeli Rasanen
Serron Noel,196030,FLA,Serron Noel,Serron Noel
Matt Villalta,196034,UTA,Matt Villalta,Matt Villalta
Barrett Hayton,196035,UTA,Barrett Hayton,Barrett Hayton
Alexander Alexeyev,196044,WSH,Alexander Alexeyev,Alexander Alexeyev
Aleksi Heponiemi,196060,FLA,Aleksi Heponiemi,Aleksi Heponiemi
Marc Del Gaizo,196105,NSH,Marc Del Gaizo,Marc Del Gaizo
Ty Emberson,196110,S.J,Ty Emberson,Ty Emberson
Joel Farabee,196111,PHI,Joel Farabee,Joel Farabee
Jonathan Gruden,196116,PIT,Jonathan Gruden,Jonathan Gruden
K'Andre Miller,196132,NYR,K'Andre Miller,K'Andre Miller
Emilio Pettersen,196136,CGY,Emilio Pettersen,Emilio Pettersen
Cayden Primeau,196138,MTL,Cayden Primeau,Cayden Primeau
Mattias Samuelsson,196144,BUF,Mattias Samuelsson,Mattias Samuelsson
Spencer Stastney,196146,NSH,Spencer Stastney,Spencer Stastney
Andrei Svechnikov,196147,CAR,Andrei Svechnikov,Andrei Svechnikov
Oliver Wahlstrom,196151,BOS,Oliver Wahlstrom,Oliver Wahlstrom
Bode Wilde,196154,NYI,Bode Wilde,Bode Wilde
Jake Wise,196155,CHI,Jake Wise,Jake Wise
Filip Westerlund,196207,UTA,Filip Westerlund,Filip Westerlund
Jack Drury,196236,CAR,Jack Drury,Jack Drury
Marc McLaughlin,196256,N.J,Marc McLaughlin,Marc McLaughlin
Alec Regula,196270,EDMS,Alex Regula,Alec Regula
Jack St. Ivany,196276,PIT,Jack St. Ivany,Jack St. Ivany
Jeremy Swayman,196280,BOS,Jeremy Swayman,Jeremy Swayman
Dillon Hamaliuk,196292,PIT,Dillon Hamaliuk,Dillon Hamaliuk
Henri Jokiharju,196298,BUF,Henri Jokiharju,Henri Jokiharju
Samuel Bolduc,196462,NYI,Samuel Bolduc,Samuel Bolduc
Morgan Barron,196572,WPG,Morgan Barron,Morgan Barron
Ben Meyers,196578,SEA,Ben Meyers,Ben Meyers
Josef Korenar,196583,UTA,Josef Korenar,Josef Korenar
Martin Kaut,196675,S.J,Martin Kaut,Martin Kaut
Filip Chytil,196744,NYR,Filip Chytil,Filip Chytil
Ukko-Pekka Luukkonen,196751,BUF,Ukko-Pekka Luukkonen,Ukko-Pekka Luukkonen
Lucas Elvenes,196776,ANA,Lucas Elvenes,Lucas Elvenes
Mathias Laferriere,196864,STL,Mathias Laferriere,Mathias Laferriere
Nolan Foote,196897,N.J,Nolan Foote,Nolan Foote
Alexander Yelesin,196943,CGY,Alexander Yelesin,Alexander Yelesin
Connor McMichael,196952,WSH,Connor McMichael,Connor McMichael
Bowen Byram,196997,BUF,Bowen Byram,Bowen Byram
Ivan Prosvetov,196998,COL,Ivan Prosvetov,Ivan Prosvetov
Nicholas Robertson,197139,TOR,Nicholas Robertson,Nicholas Robertson
Colten Ellis,197251,STL,Colten Ellis,Colten Ellis
Luke Henman,197269,SEA,Luke Henman,Luke Henman
Eetu Luostarinen,197649,FLA,Eetu Luostarinen,Eetu Luostarinen
Kirby Dach,197655,MTL,Kirby Dach,Kirby Dach
Jake Livingstone,197663,NSH,Jake Livingstone,Jake Livingstone
Nick Abruzzese,197711,TOR,Nicholas Abruzzese,Nicholas Abruzzese
Ronnie Attard,197717,EDM,Ronald Attard,Ronald Attard
Dylan Cozens,197770,OTT,Dylan Cozens,Dylan Cozens
Peyton Krebs,197782,BUF,Peyton Krebs,Peyton Krebs
Jakub Skarek,197787,NYI,Jakub Skarek,Jakub Skarek
Jakub Lauko,197857,MIN,Jakub Lauko,Jakub Lauko
Drew O'Connor,197888,PIT,Drew O'Connor,Drew O'Connor
Nils Hoglander,198141,VAN,Nils Höglander,Nils Höglander
Seth Barton,198749,DET,Seth Barton,Seth Barton
Dylan Holloway,199624,EDM,Dylan Holloway,Dylan Holloway
Jacob Olofsson,200099,MTL,Jacob Olofsson,Jacob Olofsson
Filip Hallander,200224,PIT,Filip Hallander,Filip Hallander
Kaedan Korczak,200229,VGK,Kaedan Korczak,Kaedan Korczak
Nathan Smith,200252,UTA,Nathan Smith,Nathan Smith
Sampo Ranta,200285,COL,Sampo Ranta,Sampo Ranta
Matthew Robertson,200428,NYR,Matthew Robertson,Matthew Robertson
Alex Newhook,200446,MTL,Alex Newhook,Alex Newhook
Gabriel Fortier,200564,T.B,Gabriel Fortier,Gabriel Fortier
Jesse Ylonen,201047,NSH,Jesse Ylönen,Jesse Ylönen
Vitali Kravtsov,201185,VAN,Vitali Kravtsov,Vitali Kravtsov
Calle Sjalin,201362,FLA,Calle Sjalin,Calle Sjalin
Samuel Walker,201637,UTA,Samuel Walker,Samuel Walker
Jay O'Brien,201639,PHI,Jay O'Brien,Jay O'Brien
Jack Rathbone,201640,PIT,Jack Rathbone,Jack Rathbone
Johannes Kinnvall,201655,UFA,Johannes Kinnvall,Johannes Kinnvall
Rasmus Dahlin,201658,BUF,Rasmus Dahlin,Rasmus Dahlin
Arvid Soderblom,201663,CHI,Arvid Söderblom,Arvid Söderblom
Joni Ikonen,201664,MTL,Joni Ikonen,Joni Ikonen
Oscar Eklind,201673,PHI,Oscar Eklind,Oscar Eklind
Emil Bemstrom,201679,PIT,Emil Bemström,Emil Bemström
Adam Ginning,201680,PHI,Adam Ginning,Adam Ginning
Tyce Thompson,202364,N.J,Tyce Thompson,Tyce Thompson
Braden Schneider,202373,NYR,Braden Schneider,Braden Schneider
Dylan Samberg,202503,WPG,Dylan Samberg,Dylan Samberg
Jack Dugan,204676,CAR,Jack Dugan,Jack Dugan
Olle Eriksson Ek,204677,ANA,Olle Eriksson Ek,Olle Eriksson Ek
Eetu Makiniemi,204697,S.J,Eetu Mäkiniemi,Eetu Mäkiniemi
Lauri Pajuniemi,204705,NYR,Lauri Pajuniemi,Lauri Pajuniemi
Jiri Patera,204706,VGK,Jiří Patera,Jiří Patera
Kirill Slepets,204717,TOR,Kirill Slepets,Kirill Slepets
Daniil Tarasov,204722,CLB,Daniil Tarasov,Daniil Tarasov
Alexey Toropchenko,204724,STL,Alexey Toropchenko,Alexey Toropchenko
Alexander Volkov,205470,ANA,Alexander Volkov,Alexander Volkov
Andrei Altybarmakyan,205471,CHI,Andrei Altybarmaky,Andrei Altybarmakyan
Oskari Laaksonen,205473,DAL,Oskari Laaksonen,Oskari Laaksonen
Jacob Peterson,205478,S.J,Jacob Peterson,Jacob Peterson
Nicklaus Perbix,205480,T.B,Nicklaus Perbix,Nicklaus Perbix
Yegor Sharangovich,207017,CGY,Yegor Sharangovich,Yegor Sharangovich
Jesperi Kotkaniemi,207533,CAR,Jesperi Kotkaniemi,Jesperi Kotkaniemi
Maxim Tsyplakov,207683,NYI,Maxim Tsyplakov,Maxim Tsyplakov
Isaak Phillips,207736,WPG,Isaak Phillips,Isaak Phillips
Rasmus Kupari,207740,WPG,Rasmus Kupari,Rasmus Kupari
Nick Blankenburg,207892,NSH,Nick Blankenburg,Nick Blankenburg
Oskar Back,207945,DAL,Oskar Back,Oskar Back
Rasmus Sandin,207946,WSH,Rasmus Sandin,Rasmus Sandin
Clay Stevenson,208292,WSH,Clay Stevenson,Clay Stevenson
Cole Perfetti,208299,WPG,Cole Perfetti,Cole Perfetti
Joel Persson,208322,ANA,Joel Persson,Joel Persson
Ryan Suzuki,208485,CAR,Ryan Suzuki,Ryan Suzuki
Jack Quinn,208510,BUF,Jack Quinn,Jack Quinn
Cam Hillis,208547,CHI,Cam Hillis,Cameron Hillis
Cole Schwindt,208561,CGY,Cole Schwindt,Cole Schwindt
Thomas Harley,208563,DAL,Thomas Harley,Thomas Harley
Brandon Coe,208566,S.J,Brandon Coe,Brandon Coe
Adam Beckman,208584,NYI,Adam Beckman,Adam Beckman
Joel Hofer,208585,STL,Joel Hofer,Joel Hofer
Yegor Zamula,208587,PHI,Yegor Zamula,Egor Zamula
Connor Zary,208600,CGY,Connor Zary,Connor Zary
Maxwell Crozier,208615,T.B,Maxwell Crozier,Maxwell Crozier
Philip Tomasino,208686,NSH,Philip Tomasino,Philip Tomasino
Arthur Kaliyev,208689,L.A,Arthur Kaliyev,Arthur Kaliyev
Tristen Robins,208711,OTT,Tristen Robins,Tristen Robins
